OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,ExterQual_TA,KitchenQual_TA,SalePrice
5,1979,1979,0,1535,1535,2,8,2,400,True,True,118858
6,1963,1963,780,983,1796,1,8,2,483,True,True,140000
4,1936,1950,951,951,951,1,6,1,327,True,True,106500
5,1979,1979,0,1120,2240,2,12,2,528,True,True,142953
9,2009,2010,2330,2364,2364,2,11,3,820,False,False,611657
5,1961,1994,912,1236,1236,1,6,1,288,True,True,135000
4,1971,1971,858,858,858,1,4,1,684,True,True,110000
5,1957,2000,992,1306,1306,1,5,1,756,True,True,153000
7,2003,2003,783,807,1509,2,8,2,393,False,False,180000
7,2006,2006,1670,1670,1670,2,7,3,690,False,False,240000
5,1967,1967,876,902,902,1,6,1,288,True,True,125500
5,1954,1954,1056,1063,1063,1,6,1,280,True,True,128000
8,2006,2006,1623,1636,1636,2,8,3,865,False,False,255000
7,1936,1987,1017,1020,2057,1,6,1,180,False,False,250000
5,1983,1983,864,902,902,1,5,2,484,True,True,131000
6,2005,2005,742,742,1484,2,8,2,390,False,False,174000
5,1960,1960,1105,1105,2274,2,12,2,480,True,True,154300
5,1977,1989,1268,1268,1268,1,5,1,252,True,False,143500
5,1925,1950,768,1015,1015,1,6,1,450,True,True,88000
5,1949,1950,1001,1001,2002,2,8,3,871,True,True,145000
6,2009,2009,612,612,1224,2,4,2,528,False,False,173733
4,1970,1970,546,546,1092,1,6,1,286,True,True,75000
2,1949,1950,480,480,480,0,4,1,308,True,True,35311
4,1956,1956,1134,1229,1229,1,6,1,284,True,True,135000
7,1991,1991,1104,912,2127,2,8,3,833,False,False,238000
6,1958,2002,1184,1414,1414,1,6,2,601,False,True,176500
6,1994,1994,928,936,1721,2,7,2,471,False,False,201000
5,1900,2003,1272,1272,2200,2,9,0,0,True,True,145900
6,2005,2006,1316,1316,1316,2,6,2,397,False,False,169990
6,1993,1994,1604,1617,1617,2,5,2,533,False,False,193000
6,1980,1980,1686,1686,1686,2,7,2,612,True,True,207500
5,1977,1977,1126,1126,1126,2,6,2,540,True,False,175000
8,2003,2004,1181,1234,2374,2,10,3,656,False,False,285000
7,1968,1968,832,1098,1978,2,9,2,486,True,True,176000
8,2001,2001,1753,1788,1788,2,7,2,522,False,False,236500
7,1997,1997,964,993,2236,2,8,2,642,True,False,222000
8,2007,2007,1466,1466,1466,2,7,3,610,False,False,201000
5,1965,1965,925,925,925,1,5,1,429,True,True,117500
9,2006,2006,1905,1905,1905,2,8,3,788,False,False,320000
7,2004,2004,1500,1500,1500,2,6,2,570,False,False,190000
7,1960,2007,585,2069,2069,2,9,2,505,True,False,242000
4,1926,1953,600,747,747,1,5,2,528,True,True,79900
7,2003,2003,1176,1200,1200,2,5,2,555,False,False,184900
7,2005,2005,1113,1113,1971,2,8,2,689,False,False,253000
7,2006,2006,1391,1391,1962,2,7,3,868,False,False,239799
7,1940,1950,1032,1207,2403,2,10,1,349,True,True,244400
6,1976,1976,1728,1728,1728,2,8,2,574,True,True,150900
7,1999,1999,992,1022,2060,2,8,2,390,False,False,214000
4,1977,1977,1440,1440,1440,2,8,0,0,True,True,150000
5,1967,1967,1632,1632,1632,2,8,2,576,True,True,143000
6,1958,1958,819,1344,1344,1,7,2,525,True,False,137500
5,1890,1996,1088,1188,1869,1,7,2,456,True,True,124900
5,1959,1959,1144,1144,1144,1,6,1,796,True,True,143000
8,2002,2003,1616,1629,1629,2,9,3,808,False,False,270000
7,2002,2002,936,936,1776,2,7,2,474,False,False,192500
6,1972,2006,1161,1381,1381,1,5,2,676,True,False,197500
5,1950,2002,864,864,864,1,5,2,720,True,False,129000
5,1965,1965,828,965,965,1,6,1,300,True,True,119900
5,1972,2003,768,768,768,1,5,1,396,True,True,133900
5,1969,1969,784,1168,1968,2,7,2,530,True,True,172000
6,1975,1975,945,980,980,2,4,0,0,True,True,127500
6,1946,1950,979,979,1958,2,8,2,492,True,True,145000
6,1980,1980,561,561,1229,1,5,2,462,True,True,124000
5,1962,1962,1057,1057,1057,1,6,2,576,True,True,132000
7,2003,2003,1337,1337,1337,2,6,2,531,False,False,185000
7,1999,1999,696,696,1416,2,6,2,484,False,False,155000
5,1958,2008,858,858,858,1,4,0,0,True,True,116500
6,1977,1995,1330,1542,2872,2,11,2,619,True,True,272000
6,1976,1976,804,804,1548,2,7,2,440,True,False,155000
9,2007,2007,1800,1800,1800,2,7,2,702,False,False,239000
7,2002,2003,817,824,1894,2,8,2,510,False,False,214900
6,2005,2007,783,783,1484,2,8,2,393,False,False,178900
5,1940,1950,728,976,1308,1,7,1,256,False,True,160000
5,1955,1955,1098,1098,1098,1,6,1,260,True,True,135000
3,1910,1950,600,600,968,1,6,0,0,True,True,37900
6,1958,1958,588,1095,1095,1,6,1,264,True,True,140000
4,1949,1950,720,720,1192,1,6,0,0,True,True,135000
7,2003,2004,764,764,1626,2,6,2,474,False,False,173000
6,1979,1979,918,918,918,2,5,1,264,True,True,99500
7,2007,2008,1428,1428,1428,2,6,2,480,False,False,182000
7,1910,1993,728,1136,2019,1,8,2,532,True,False,167500
7,2000,2000,673,673,1382,2,6,2,490,False,False,165000
4,1923,1958,440,869,869,1,4,0,0,True,False,85500
7,2006,2007,1241,1241,1241,1,4,2,569,False,False,199900
4,1954,1954,894,894,894,1,5,2,400,True,True,110000
5,1963,1963,1121,1121,1121,1,5,2,480,True,True,139000
7,1961,2007,944,999,999,1,6,2,588,False,False,178400
8,1998,1999,1225,1276,2612,2,8,3,676,False,False,336000
7,2007,2007,1266,1266,1266,2,6,2,388,False,False,159895
8,2002,2002,1128,1149,2290,2,9,2,779,False,False,255900
5,1977,1977,0,1302,1734,2,8,2,539,True,False,126000
5,1950,1950,1164,1164,1164,1,5,1,240,True,True,125000
6,1910,2003,485,1001,1635,1,5,1,255,True,False,117000
9,2009,2010,1930,1940,1940,2,8,3,606,False,False,395192
6,1976,1976,848,1118,2030,2,8,2,551,True,False,195000
7,2006,2006,770,778,1576,2,6,2,614,False,False,197000
8,1997,1998,1396,1407,2392,2,7,3,870,False,False,348000
8,1882,1986,916,916,1742,1,8,2,424,False,False,168000
6,1964,1993,822,1020,1851,2,7,2,440,True,False,187000
6,2005,2006,750,750,1500,2,6,2,564,True,False,173900
10,2006,2007,1700,1718,1718,2,7,3,786,False,False,337500
4,1946,1950,747,774,1230,1,5,1,305,True,True,121600
5,1961,1961,1050,1050,1050,1,6,1,368,True,True,136500
6,1970,1970,1442,1442,1442,2,6,2,615,True,True,185000
3,1922,1950,1007,1077,1077,1,6,1,210,True,True,91000
7,2006,2006,1187,1208,1208,2,6,2,632,False,False,206000
3,1952,1952,0,944,944,1,4,2,528,True,False,82000
5,1920,1950,691,691,691,1,4,1,216,True,False,86000
8,2006,2006,1574,1574,1574,2,7,3,824,False,False,232000
5,1976,1976,1680,1680,1680,2,8,2,528,True,True,136905
7,2005,2006,1346,1504,1504,2,7,2,457,False,False,181000
5,1977,1977,985,985,985,2,6,1,328,False,True,149900
6,1970,1970,1657,1657,1657,2,7,2,484,True,True,163500
4,1970,1970,546,546,1092,1,6,1,286,True,True,88000
7,2004,2005,1710,1710,1710,2,7,2,550,False,False,240000
5,1926,1950,1008,1008,1522,2,7,0,0,True,True,102000
5,1948,1950,720,720,1271,2,7,1,312,True,True,135000
5,1965,1965,0,1664,1664,2,8,0,0,True,True,100000
6,1923,1996,602,900,1502,1,7,1,180,True,False,165000
5,1910,2006,1022,1022,1022,1,4,1,280,True,True,85000
6,1948,1950,1082,1082,1082,1,5,1,240,True,True,119200
8,2001,2001,810,810,1665,2,6,2,528,False,False,227000
7,1996,1996,1504,1504,1504,2,6,2,478,False,False,203000
8,1984,1984,1220,1360,1360,1,4,2,565,False,False,187500
7,1991,1992,384,802,1472,2,7,2,402,False,False,160000
7,2005,2005,1362,1506,1506,2,6,2,440,False,False,213490
4,2005,2005,1132,1132,1132,1,5,2,451,True,False,176000
7,2006,2006,1199,1220,1220,2,6,2,632,False,False,194000
5,1930,1950,912,912,1248,1,6,1,160,True,True,87000
7,2005,2006,1346,1504,1504,2,7,2,437,False,False,191000
8,1976,1976,1565,2898,2898,2,10,2,665,False,False,287000
5,1972,1972,882,882,882,1,5,2,461,True,True,112500
5,1960,1960,1268,1264,1264,1,6,2,461,True,True,167500
8,2007,2008,1638,1646,1646,2,7,3,800,False,False,293077
5,1941,1950,768,968,1376,1,6,1,240,True,True,105000
6,1972,1972,672,672,1218,1,7,1,264,True,True,118000
5,1916,1995,686,948,1928,2,10,0,0,True,True,160000
7,1920,1970,824,1687,3082,2,12,2,672,True,True,197000
8,1993,1993,1338,1352,2520,2,10,3,796,False,False,310000
7,2002,2002,1654,1654,1654,2,6,3,900,False,False,230000
5,1938,1950,920,954,954,1,5,1,240,True,False,119750
4,1957,1957,0,845,845,1,5,1,290,True,True,84000
9,2007,2008,1620,1620,1620,2,6,3,912,False,False,315500
8,2001,2002,1055,1055,2263,2,7,2,905,False,False,287000
4,1970,2008,546,798,1344,1,6,0,0,True,True,97000
4,1970,1970,630,630,630,1,3,1,286,True,True,80000
5,1957,2000,1134,1803,1803,2,8,2,484,True,True,155000
6,1966,2000,800,800,1632,1,7,2,484,True,False,173000
6,2005,2005,1306,1306,1306,2,5,2,624,False,False,196000
7,1990,1990,1475,1532,2329,2,10,2,514,True,False,262280
8,1981,1981,2524,2524,2524,2,9,2,542,False,False,278000
3,1955,1955,0,1733,1733,2,8,2,452,True,True,139600
9,2005,2006,1992,1992,2868,3,11,3,716,False,False,556581
5,1994,1995,990,990,990,1,5,2,672,True,True,145000
5,1960,2006,0,1771,1771,1,9,2,336,True,True,115000
4,1946,2006,0,930,930,1,6,1,308,True,False,84900
7,2007,2007,1302,1302,1302,2,6,2,436,False,False,176485
7,2007,2007,1316,1316,1316,2,6,2,440,False,False,200141
6,1964,1978,816,1127,1977,1,9,2,540,True,True,165000
5,1957,2002,1216,1526,1526,1,7,1,364,True,True,144500
8,2002,2002,1065,1091,1989,2,7,2,586,False,False,255000
6,1976,1976,1193,1523,1523,2,7,2,478,True,True,180000
7,2005,2005,1364,1364,1364,2,6,2,484,False,False,185850
7,1994,1994,973,979,1850,2,7,2,467,False,False,248000
9,2008,2008,1104,1130,2184,2,10,3,836,False,False,335000
6,1932,1950,854,1096,1991,1,7,2,432,True,True,220000
8,2001,2001,1338,1338,1338,2,6,2,582,False,False,213500
3,1935,1950,894,894,894,1,6,3,1248,False,True,81000
5,1900,1950,662,1422,2337,2,10,2,560,True,True,90000
6,1925,1980,1103,1103,1103,1,5,2,440,True,False,110500
5,1966,1966,1154,1154,1154,1,6,2,480,True,True,154000
7,1996,1997,1306,1306,2260,2,7,2,533,False,False,328000
6,1993,1994,799,799,1571,2,7,2,380,False,True,178000
6,1964,1964,780,798,1611,1,7,2,442,True,True,167900
6,1973,1973,942,1291,2521,2,10,2,576,True,True,151400
5,1949,2003,845,893,893,1,4,2,576,True,False,135000
5,1956,1956,1048,1048,1048,1,6,1,286,True,True,135000
6,1968,1968,727,829,1556,1,8,2,441,True,True,154000
5,1948,1950,810,1002,1456,1,7,1,280,True,True,91500
6,1977,1977,690,698,1426,1,6,2,440,True,True,159500
7,2006,2006,1240,1240,1240,2,5,3,826,False,False,194000
7,1940,1984,800,960,1740,1,6,1,240,True,True,219500
5,1936,1989,796,1096,1466,2,7,2,566,True,False,170000
5,1969,1969,1096,1096,1096,1,6,1,299,True,True,138800
6,2004,2004,848,848,848,1,3,2,420,False,False,155900
5,1994,1994,990,990,990,1,5,1,299,True,True,126000
6,1971,2004,1258,1258,1258,2,5,2,528,False,False,145000
5,1963,1963,1040,1040,1040,1,5,1,308,True,True,133000
7,2002,2002,1459,1459,1459,2,6,2,527,False,False,192000
6,1964,1964,1251,1251,1251,1,6,1,461,True,True,160000
6,1995,1996,691,691,1498,2,6,2,409,True,True,187500
6,1992,1992,936,996,996,1,5,2,564,True,False,147000
4,1973,1973,546,546,1092,1,6,1,286,True,True,83500
8,2005,2006,1082,1082,1953,2,9,3,1043,False,False,252000
7,2004,2004,970,970,1709,2,7,2,380,False,False,137500
8,2005,2005,1247,1247,1247,1,4,2,550,False,False,197000
3,1950,1950,0,1040,1040,2,6,2,400,True,True,92900
7,1999,2000,600,624,1252,2,4,2,462,False,False,160000
6,1925,1950,1181,1390,1694,2,7,2,576,True,True,136500
5,1965,1998,864,1200,1200,1,6,2,884,True,False,146000
5,1956,2000,936,936,936,1,4,1,308,True,True,129000
6,2006,2006,1314,1314,1314,2,6,2,440,False,False,176432
6,1914,2006,684,773,1355,1,7,0,0,True,False,127000
8,1986,1986,1074,1088,1088,1,5,2,461,False,False,170000
4,1936,1950,672,757,1324,1,6,1,240,True,True,128000
7,1978,1978,1271,1601,1601,2,7,2,478,True,True,157000
2,1920,1950,290,438,438,1,3,1,246,True,False,60000
5,1971,1971,950,950,950,1,5,1,280,True,True,119500
5,1960,2002,1010,1134,1134,1,6,1,254,True,True,135000
6,1959,1959,655,1194,1194,1,6,2,539,True,True,159500
5,1970,1970,630,630,1302,2,6,2,440,True,True,106000
8,1994,1995,1463,1500,2622,2,9,2,712,False,False,325000
7,1990,1991,910,1442,1442,2,6,2,719,False,False,179900
7,2006,2006,868,887,2021,2,9,2,422,False,False,274725
6,2000,2000,924,948,1690,2,7,2,463,True,True,181000
8,2004,2005,1836,1836,1836,2,7,3,862,False,False,280000
6,1995,1996,773,773,1658,2,8,2,431,True,True,188000
7,1976,1976,803,1098,1964,2,8,2,483,True,True,205000
5,1957,1957,816,816,816,1,5,1,308,True,True,129900
5,1953,2006,1008,1008,1008,1,6,1,240,True,False,134500
5,1954,2000,833,833,833,1,4,1,326,True,False,117000
8,2007,2007,1734,1734,1734,2,7,3,928,False,False,318000
8,2002,2002,408,779,1419,2,7,2,527,False,False,184100
5,1967,2003,894,894,894,1,5,2,450,True,False,130000
5,1958,1987,533,1021,1601,1,6,1,300,True,True,140000
5,1959,1959,1040,1040,1040,1,6,1,286,True,True,133700
6,1920,1950,1012,1012,1012,1,6,1,308,True,True,118400
7,2005,2006,1552,1552,1552,2,7,3,782,False,False,212900
4,1956,1956,672,960,960,1,5,1,288,True,True,112000
5,1947,2008,698,698,698,1,4,0,0,True,True,118000
7,1992,1992,384,812,1482,2,7,2,392,True,False,163900
4,1955,1955,1005,1005,1005,1,5,2,672,True,False,115000
7,2007,2007,1373,1555,1555,2,7,3,660,False,False,174000
7,2004,2004,1530,1530,1530,2,7,3,630,False,False,259000
7,2004,2005,847,847,1959,2,8,2,434,False,False,215000
5,1980,1980,936,936,936,1,4,2,672,True,True,140000
4,1928,1950,1122,1328,1981,2,7,2,576,True,False,135000
5,1991,1992,974,974,974,1,5,0,0,True,True,93500
6,1880,1950,1008,1178,2210,2,8,1,205,True,False,117500
8,1995,1995,1128,1142,2020,2,8,2,466,False,False,239500
6,1997,1997,916,916,1600,2,7,2,460,True,True,169000
6,1926,1950,960,986,986,1,5,1,180,True,True,102000
6,1950,1950,1032,1032,1252,1,6,1,288,True,True,119000
5,1875,1996,780,780,1020,1,6,0,0,True,True,94000
6,1977,1977,1567,1567,1567,2,5,2,714,True,False,196000
5,1920,1950,915,1167,1167,1,6,2,495,True,True,144000
5,1951,1951,952,952,952,1,4,2,840,True,True,139000
5,1976,1976,780,1088,1868,2,9,2,484,True,False,197500
8,2006,2007,1466,1466,2828,3,11,3,1052,False,False,424870
5,1959,1959,1006,1006,1006,1,5,0,0,True,True,80000
4,1941,1950,672,672,924,1,5,1,280,True,False,80000
5,1928,1950,1042,1042,1576,1,8,1,225,True,True,149000
6,1985,1985,1298,1298,1298,2,5,2,403,False,False,180000
7,1941,1950,704,860,1564,1,7,1,234,True,False,174500
7,1926,1950,572,572,1111,1,5,1,288,True,True,116900
7,1920,1988,650,832,1482,1,7,2,324,True,True,143000
6,1950,1950,932,932,932,1,4,1,306,True,False,124000
5,1959,1959,1466,1466,1466,1,6,2,528,True,False,149900
6,1956,2004,1073,1811,1811,1,6,2,470,True,False,230000
6,1930,2007,816,816,816,1,5,1,432,False,True,120500
7,1965,1988,864,902,1820,1,8,2,492,True,False,201800
5,1976,2004,1437,1437,1437,2,6,2,528,False,False,218000
5,1965,1999,1219,1265,1265,2,6,2,502,True,False,179900
7,2007,2008,1314,1314,1314,2,6,2,626,False,False,230000
8,2007,2008,1580,1580,1580,2,7,3,830,False,False,235128
6,1974,1974,901,943,1876,2,8,2,540,False,False,185000
6,1978,1978,855,855,1456,2,7,2,440,True,True,146000
6,1954,2006,1296,1640,1640,1,7,2,924,False,False,224000
5,1968,1968,894,894,894,1,5,2,450,True,True,129000
4,1969,1969,1198,1258,1258,0,6,2,400,True,True,108959
5,1978,1978,1360,1432,1432,1,5,2,588,True,False,194000
7,2009,2009,1502,1502,1502,2,7,2,644,False,False,233170
8,2008,2008,1694,1694,1694,2,7,3,776,False,False,245350
6,2000,2000,959,959,1671,2,7,2,472,True,True,173000
6,1935,1986,1127,1236,2108,2,7,2,540,True,False,235000
10,1995,1996,1930,1831,3627,3,10,3,807,False,False,625000
6,1977,1977,1096,1118,1118,1,6,1,358,True,True,171000
6,1958,1958,1261,1261,1261,1,6,2,433,True,True,163000
7,2006,2007,625,625,1250,2,5,2,625,False,False,171900
5,1946,1994,1598,1636,3086,3,12,0,0,True,False,200500
6,1932,1950,952,1170,2345,2,9,2,360,True,True,239000
8,1992,2000,1683,2129,2872,2,9,2,541,False,False,285000
5,1984,1985,876,923,923,1,5,1,264,True,True,119500
6,1926,2004,818,818,1224,1,5,1,210,True,True,115000
5,1921,1950,731,820,1343,1,7,1,186,True,True,154900
5,1954,1954,0,1124,1124,1,5,0,0,True,True,93000
7,1990,1991,1216,1298,2514,2,8,2,693,True,True,250000
8,2008,2008,1600,1652,1652,2,5,2,482,False,False,392500
10,1996,1996,2396,2411,4476,3,10,3,813,False,False,745000
5,1920,1950,1120,1130,1130,1,5,2,720,True,True,120000
5,1963,1963,1572,1572,1572,1,5,3,995,True,True,186700
5,1924,1950,784,949,1221,1,7,1,392,True,True,104900
3,1900,1970,978,1014,1699,2,7,2,420,True,True,95000
8,1994,1995,1624,1624,1624,2,5,3,757,False,False,262000
7,2002,2002,831,831,1660,2,7,2,493,False,False,195000
7,1999,1999,994,1028,1804,2,7,2,442,True,False,189000
4,1961,1975,1249,1622,1622,1,7,4,1356,True,True,168000
8,1999,2000,776,764,1441,2,5,2,492,False,False,174000
5,1925,1994,702,842,1472,1,6,1,250,True,False,125000
6,1999,1999,1224,1224,1224,2,5,2,402,True,True,165000
6,1969,1969,663,663,1352,1,7,1,299,True,True,158000
6,2005,2005,728,728,1456,2,8,2,400,True,False,176000
7,2006,2006,879,879,1863,2,9,3,660,False,False,219210
7,1916,1950,815,815,1690,1,7,1,225,True,True,144000
7,2001,2001,1212,1212,1212,2,6,2,573,False,False,178000
4,1963,1979,1051,1382,1382,1,6,2,459,True,True,148000
4,1970,1970,864,864,864,1,5,1,280,True,True,116050
7,1998,1998,866,866,1779,2,6,2,546,True,False,197900
5,1925,1997,884,884,1348,1,5,1,216,True,True,117000
7,2000,2001,1630,1630,1630,2,6,2,451,False,False,213000
5,1975,1975,1056,1074,1074,1,6,2,495,True,True,153500
7,1990,1991,2158,2196,2196,2,7,3,701,False,False,271900
4,1966,1966,1056,1056,1056,1,5,1,384,True,True,107000
6,2003,2003,1682,1700,1700,2,7,2,544,False,False,200000
5,1962,1980,931,1283,1283,1,6,2,506,True,True,140000
8,2006,2006,1660,1660,1660,2,8,2,500,False,False,290000
6,1992,1992,1055,1055,1845,2,8,2,462,False,False,189000
8,1988,2005,559,1080,1752,2,8,2,492,False,True,164000
4,1941,1950,672,672,672,1,4,1,234,True,True,113000
4,1965,2001,648,960,960,0,3,1,364,True,True,145000
5,1962,1962,925,999,999,1,6,1,300,True,True,134500
5,1966,1966,894,894,894,1,5,1,384,True,True,125000
6,1978,1978,0,1318,1902,2,8,2,539,True,True,112000
8,2009,2009,1300,1314,1314,2,6,2,552,False,False,229456
4,1947,1950,0,672,912,1,3,0,0,True,True,80500
6,1971,1971,672,672,1218,1,7,0,0,True,True,91500
5,1964,1964,912,912,912,1,5,1,288,True,True,115000
5,1968,1968,952,1211,1211,1,5,1,322,True,True,134000
6,1949,1950,1040,1168,1846,2,7,1,315,True,True,143000
5,1951,1951,2136,2136,2136,2,7,2,528,True,True,137900
7,2004,2005,788,788,1490,2,8,2,388,False,False,184000
6,1958,1958,588,1138,1138,1,6,1,264,True,True,145000
6,2007,2007,894,894,1933,2,9,3,668,False,False,214000
5,1965,2008,912,912,912,1,5,2,576,True,False,147000
9,2008,2008,1702,1702,1702,1,7,3,1052,False,False,367294
5,1960,1960,1075,1507,1507,2,7,1,404,True,True,127000
5,1977,1977,1361,1361,2620,2,12,2,600,True,True,190000
5,1962,1962,1106,1190,1190,1,6,2,540,True,True,132500
4,1962,1962,0,1224,1224,2,6,2,462,True,True,101800
5,1959,1959,1188,1188,1188,1,6,2,531,True,True,142000
5,1911,1950,940,1024,1964,1,7,0,0,True,True,130000
5,1914,1950,747,892,1784,1,9,1,180,True,True,138887
7,2003,2003,764,764,1626,2,6,2,474,False,False,175500
7,2004,2005,847,847,1948,2,8,2,434,False,False,195000
6,2005,2005,1141,1141,1141,1,6,2,484,False,True,142500
8,2006,2006,1476,1484,1484,2,6,2,472,False,False,265900
7,2003,2003,884,884,1768,2,8,2,543,False,False,224900
7,2007,2007,1689,1689,1689,2,7,3,954,False,False,248328
7,1974,1974,1053,1173,1173,2,6,2,528,True,False,170000
10,2006,2006,2076,2076,2076,2,7,3,850,False,False,465000
8,1929,1950,792,792,1517,1,7,2,400,True,False,230000
6,1984,2003,585,1140,1868,3,7,2,477,True,True,178000
7,2005,2006,756,756,1553,2,6,2,615,False,False,186500
6,1976,1976,1012,1034,1034,1,6,3,888,True,True,169900
6,1917,1950,735,1134,2058,1,8,2,396,True,True,129500
5,1950,1950,876,988,988,1,6,1,276,True,True,119000
7,1968,1968,2110,2110,2110,2,8,2,522,False,False,244000
7,2003,2003,1405,1405,1405,2,6,2,478,False,False,171750
5,1968,1968,864,874,874,1,5,1,288,True,True,130000
7,1974,2003,1192,1516,2167,2,9,2,518,False,False,294000
7,2003,2004,746,760,1656,2,7,2,397,False,False,165400
6,1931,1950,884,959,1367,1,6,1,560,True,True,127500
8,1994,1994,1986,1987,1987,2,7,2,691,False,False,301500
5,1922,1950,864,864,864,1,4,0,0,True,True,99900
7,2005,2005,856,1166,1166,2,5,2,400,False,False,190000
6,1969,1969,1054,1054,1054,1,6,2,460,True,True,151000
6,1999,1999,841,892,1675,2,7,2,502,True,True,181000
5,1956,1956,1050,1050,1050,1,5,1,338,True,True,128900
4,1957,1989,1104,1104,1788,1,8,1,304,True,True,161500
6,1919,1950,764,1060,1824,1,8,2,520,True,True,180500
6,1998,1999,1405,1337,1337,2,5,2,511,False,False,181000
7,1999,1999,691,713,1452,2,6,2,506,False,False,183900
7,1910,1950,925,964,1889,1,9,1,308,False,True,122000
9,2008,2009,2002,2018,2018,2,10,3,746,False,False,378500
8,1935,1997,728,1968,3447,3,11,3,1014,True,False,381000
5,1958,1958,874,874,1524,1,7,1,315,True,True,144000
7,1979,1979,1332,1332,1524,0,4,2,586,False,False,260000
6,1968,1968,1489,1489,1489,2,7,2,462,True,False,185750
5,1965,1965,935,935,935,1,5,1,288,True,True,137000
6,1959,2006,1019,1357,1357,1,5,1,312,True,False,177000
5,1910,2003,661,661,1250,2,8,2,552,True,True,139000
5,1948,1950,928,928,1920,2,10,2,400,True,True,137000
6,1972,1972,723,735,1395,1,6,2,497,True,True,162000
6,1967,1976,1680,1724,1724,1,7,2,480,True,True,197900
8,2002,2002,1128,1128,2031,2,7,2,577,False,False,237000
4,1920,1950,698,698,1128,1,6,2,528,True,True,68400
7,2002,2002,1573,1573,1573,2,6,2,544,False,False,227000
7,1990,1990,1309,1339,1339,2,6,2,484,True,True,180000
5,1977,2008,1040,1040,1040,2,5,2,484,True,False,150500
6,1971,1971,912,912,1824,2,8,0,0,True,True,139000
6,1919,1990,804,1699,2447,2,10,1,336,True,False,169000
6,1939,1950,780,825,1412,1,6,1,280,True,True,132500
6,1963,1963,1328,1328,1328,1,6,2,528,True,True,143000
5,1964,1964,1624,1582,1582,2,7,2,390,True,True,190000
8,2000,2000,1501,1659,1659,2,5,2,499,False,False,278000
8,2006,2006,1085,1120,1970,2,8,3,753,False,False,281000
5,1964,1964,1152,1152,1152,1,6,2,484,True,True,180500
5,1972,1972,630,630,1302,2,6,1,264,True,True,119500
5,1892,1965,994,1378,2372,2,11,1,432,True,True,107500
7,1976,1976,832,832,1664,2,8,2,528,True,True,162900
5,1955,1990,864,864,864,1,5,2,572,True,True,115000
5,1968,1968,1052,1052,1052,1,5,1,288,True,True,138500
5,1963,1963,1120,1128,1128,2,6,2,525,True,True,155000
6,2005,2006,547,1072,1072,2,5,2,525,True,True,140000
10,2008,2008,6110,4692,5642,2,12,2,1418,False,False,160000
5,1959,1994,1246,1246,1246,1,6,1,305,True,False,154000
7,1999,1999,978,1005,1983,2,9,2,490,False,False,225000
6,1942,1950,771,753,1494,1,7,1,213,True,False,177500
8,1994,1994,1165,1203,2526,2,8,3,844,False,False,290000
7,2005,2005,1616,1616,1616,2,7,3,834,False,False,232000
7,2004,2004,976,976,1708,2,7,2,380,False,False,130000
9,2006,2007,1652,1652,1652,2,6,2,840,False,False,325000
7,2005,2006,1368,1368,1368,2,6,2,474,False,False,202500
5,1994,1995,990,990,990,1,5,2,480,True,True,138000
5,1948,2005,924,1122,1122,1,6,2,528,True,False,147000
6,1991,1991,1278,1294,1294,2,6,2,496,True,False,179200
7,1959,2002,1902,1902,1902,2,7,2,567,False,False,335000
7,2005,2007,1274,1274,1274,2,6,2,508,False,False,203000
8,1990,1990,1453,1453,2810,2,9,2,750,False,False,302000
9,1999,1999,1393,1422,2599,2,10,3,779,False,False,333168
4,1954,1954,948,948,948,1,5,1,280,True,True,119000
6,1969,1969,952,1092,2112,2,9,2,576,True,True,206900
8,2008,2008,1622,1630,1630,2,8,3,860,False,False,295493
7,2006,2007,1352,1352,1352,2,5,2,466,False,False,208900
8,2001,2002,1753,1787,1787,2,7,3,748,False,False,275000
4,1954,1954,864,948,948,1,5,1,248,True,True,111000
6,1957,1957,1478,1478,1478,1,6,2,442,True,True,156500
3,1949,1950,0,720,720,1,4,1,287,True,True,72500
7,1992,1992,750,1061,1923,2,8,2,564,False,False,190000
4,1940,1950,420,708,708,1,5,0,0,False,False,82500
8,2006,2007,1795,1795,1795,2,7,3,895,False,False,147000
4,1922,1950,796,796,796,1,5,0,0,True,True,55000
3,1931,2006,544,774,774,1,6,0,0,True,False,79000
5,1982,2008,816,816,816,1,5,1,264,False,False,130500
6,1920,1950,1510,1584,2792,2,8,2,520,False,True,256000
7,1998,1998,935,955,1632,2,8,2,462,True,True,176500
8,2006,2006,1588,1588,1588,2,7,3,825,False,False,227000
5,1976,1976,911,954,954,1,6,2,576,True,True,132500
4,1938,1958,816,816,816,1,3,1,288,True,True,100000
5,1938,1995,803,803,1360,1,6,1,297,True,False,125500
5,1970,1970,765,765,1365,1,7,2,440,True,True,125000
6,1977,1977,1350,1334,1334,2,6,2,630,True,True,167900
5,1973,1973,1656,1656,1656,2,8,2,506,True,True,135000
4,1941,1950,693,693,693,1,4,0,0,True,False,52500
7,2002,2002,916,920,1861,2,8,2,492,False,False,200000
5,1972,1972,864,864,864,1,5,1,288,True,True,128500
4,1971,1971,858,872,872,1,5,4,480,True,True,123000
6,2003,2004,1114,1114,1114,1,6,2,576,True,False,155000
8,2002,2002,1284,1284,2169,2,7,2,647,False,False,228500
